0, -111.354
10, -51.031
20, -108.779
30, -108.095
40, -98.572
50, -94.856
60, -59.481
70, -77.837
80, -74.863
90, -30.897
100, -75.208
110, -41.749
120, -63.991
130, -84.567
140, -42.95
150, -116.239
160, -51.883
170, -95.152
180, -114.494
190, -118.616
200, -103.572
210, -114.542
220, -111.34
230, -116.177
240, -77.694
250, -73.547
260, -97.397
270, -109.547
280, -121.858
290, -42.437
300, -77.983
310, -99.162
320, -130.128
330, -96.97
340, -83.865
350, -49.572
360, -94.558
370, -128.245
380, -110.234
390, -120.049
400, -117.479
410, -121.169
420, -132.027
430, -133.202
440, -126.344
450, -91.913
460, -102.444
470, -100.685
480, -98.634
490, -93.019
500, -114.345
510, -125.556
520, -102.683
530, -90.089
540, -139.037
550, -76.207
560, -69.972
570, -60.059
580, -154.785
590, -30.426
600, -75.657
610, -138.702
620, -107.973
630, -138.971
640, -122.727
650, -105.192
660, -54.45
670, -69.381
680, -69.674
690, -77.432
700, -96.475
710, -60.371
720, -113.062
730, -106.986
740, -107.874
750, -123.447
760, -28.909
770, -117.928
780, -86.64
790, -61.679
800, -61.778
810, -76.491
820, -75.951
830, -109.127
840, -57.944
850, -103.809
860, -89.683
870, -70.892
880, -81.389
890, -71.209
900, -7.043
910, -72.034
920, -79.25
930, -6.053
940, -62.688
950, -64.245
960, -31.189
970, -62.882
980, -51.681
990, -59.293
1000, -75.225
1010, -89.2
1020, -23.657
1030, 76.176
1040, -82.704
1050, 187.734
1060, 137.126
1070, -4.795
1080, -54.038
1090, 169.031
1100, 289.609
1110, 73.326
1120, 51.534
1130, 156.624
1140, 246.736
1150, 182.61
1160, -99.791
1170, 209.758
1180, 171.358
1190, -103.461
1200, 69.209
1210, 107.825
1220, 266.802
1230, 98.618
1240, 101.743
1250, 243.049
1260, 59.442
1270, 160.726
1280, 238.371
1290, -120.17
1300, -105.221
1310, -29.944
1320, -142.839
1330, -161.266
1340, -89.179
1350, -99.415
1360, -74.852
1370, -71.366
1380, -3.1
1390, 16.534
1400, 126.667
1410, -103.656
1420, 230.715
1430, 32.105
1440, 287.394
1450, 226.877
1460, 117.316
1470, 282.865
1480, 43.247
1490, 14.254
1500, 34.958
1510, -31.826
1520, 168.34
1530, 285.488
1540, 130.247
1550, 90.211
1560, 252.039
1570, 282.209
1580, 262.391
1590, 234.185
1600, 237.479
1610, 30.877
1620, 104.467
1630, 236.209
1640, 216.45
1650, 289.073
1660, 251.058
1670, 121.418
1680, 287.271
1690, 29.927
1700, 59.051
1710, 283.496
1720, -23.574
1730, 174.002
1740, 283.921
1750, 287.14
1760, 283.623
1770, 62.325
1780, 139.017
1790, 227.739
1800, 212.431
1810, 244.67
1820, 210.282
1830, 162.111
1840, 282.227
1850, 290.066
1860, 281.831
1870, 63.052
1880, 285.184
1890, 195.394
1900, 172.106
1910, 191.519
1920, 175.591
1930, 94.854
1940, 163.955
1950, 61.593
1960, 185.845
1970, 245.003
1980, 274.063
1990, 203.456
2000, 83.846
2010, 178.924
2020, 122.899
2030, 205.769
2040, 255.357
2050, 288.202
2060, 121.318
2070, 129.403
2080, 259.759
2090, -35.164
2100, -109.319
2110, -120.429
2120, -115.522
2130, -137.663
2140, -129.218
2150, -110.684
2160, -112.214
2170, -118.271
2180, -87.77
2190, -8.997
2200, -139.116
2210, -83.607
2220, -137.166
2230, -106.672
2240, -25.425
2250, -37.493
2260, -102.25
2270, -80.711
2280, 164.895
2290, -49.524
2300, -80.544
2310, -50.483
2320, 254.468
2330, 95.749
2340, 286.096
2350, 141.692
2360, 286.061
2370, 231.753
2380, 139.03
2390, 206.179
2400, 82.999
2410, 266.305
2420, 267.307
2430, 142.686
2440, 150.437
2450, 296.832
2460, 118.213
2470, 132.847
2480, 229.45
2490, 235.248
2500, 238.978
2510, 287.832
2520, 120.643
2530, 301.675
2540, 298.231
2550, 296.414
2560, 254.595
2570, 290.513
2580, 301.33
2590, 156.336
2600, 294.623
2610, 269.321
2620, 262.431
2630, 264.721
2640, 302.537
2650, 305.422
2660, 256.991
2670, 228.861
2680, 243.643
2690, 248.977
2700, -110.665
2710, 140.385
2720, 261.94
2730, 265.127
2740, 302.619
2750, 143.665
2760, 260.987
2770, 298.689
2780, 219.172
2790, 231.116
2800, 155.9
2810, 262.629
2820, 306.317
2830, 132.37
2840, 229.92
2850, 163.786
2860, 225.99
2870, 295.221
2880, 234.793
2890, 11.164
2900, 305.605
2910, 267.654
2920, 298.679
2930, 303.624
2940, 210.797
2950, 5.646
2960, 294.576
2970, 240.27
2980, 244.778
2990, 247.963
3000, 212.326
3010, 297.859
3020, 236.159
3030, 244.36
3040, 233.363
3050, 238.315
3060, 151.812
3070, 301.827
3080, 146.815
3090, 300.137
3100, 234.485
3110, 286.047
3120, 24.742
3130, 223.919
3140, 299.464
3150, 263.871
3160, 288.542
3170, -75.849
3180, 252.004
3190, -133.536
3200, 300.647
3210, 140.136
3220, -135.139
3230, 294.084
3240, 251.247
3250, 63.968
3260, 301.751
3270, 119.478
3280, 292.739
3290, 192.893
3300, 296.263
3310, 119.737
3320, 250.47
3330, 266.991
3340, 294.668
3350, 304.265
3360, 271.595
3370, 294.518
3380, 79.252
3390, 178.078
3400, -81.224
3410, 302.784
3420, 133.711
3430, 197.209
3440, 229.741
3450, -105.405
3460, 4.933
3470, 167.48
3480, 300.537
3490, 302.392
3500, 266.261
3510, 299.423
3520, 302.903
3530, 297.954
3540, 301.856
3550, 60.359
3560, 306.163
3570, 300.384
3580, 54.2
3590, 301.205
3600, 226.4
3610, 250.18
3620, 237.946
3630, 300.528
3640, 271.085
3650, 243.679
3660, 258.962
3670, 299.18
3680, 152.882
3690, 157.001
3700, 170.911
3710, 225.237
3720, 301.745
3730, 299.88
3740, 299.398
3750, 301.647
3760, 302.907
3770, 210.487
3780, 236.248
3790, 4.269
3800, 241.747
3810, 302.73
3820, 244.896
3830, 303.551
3840, 217.44
3850, 95.174
3860, 258.374
3870, 231.099
3880, 300.703
3890, 298.585
3900, 28.19
3910, 274.759
3920, 297.991
3930, 121.093
3940, -0.892
3950, 295.788
3960, 262.862
3970, 269.953
3980, 261.519
3990, 297.94
4000, 90.017
4010, 297.805
4020, 63.261
4030, 297.824
4040, 258.481
4050, 299.453
4060, 253.827
4070, 249.913
4080, 296.382
4090, 240.69
4100, 298.069
4110, 215.623
4120, 233.52
4130, 173.386
4140, 225.195
4150, 278.852
4160, 304.333
4170, 79.062
4180, 166.318
4190, 306.584
4200, 217.21
4210, 105.299
4220, 303.014
4230, 301.695
4240, 299.179
4250, 222.733
4260, 222.878
4270, 134.998
4280, 212.154
4290, 299.588
4300, 221.203
4310, 257.442
4320, 22.064
4330, 301.911
4340, 218.583
4350, 302.54
4360, 302.956
4370, 287.214
4380, 279.093
4390, 306.412
4400, 299.605
4410, 302.821
4420, 303.477
4430, 304.888
4440, 275.552
4450, 240.414
4460, 304.793
4470, 171.512
4480, 302.407
4490, 263.074
4500, 305.51
4510, 307.415
4520, 300.792
4530, 116.057
4540, 209.723
4550, 241.73
4560, 138.415
4570, 264.873
4580, 227.582
4590, 162.838
4600, 250.336
4610, -17.853
4620, 206.212
4630, -125.067
4640, -78.203
4650, 150.59
4660, 209.228
4670, -46.264
4680, -129.162
4690, -129.39
4700, 139.386
4710, 295.755
4720, 305.098
4730, 304.859
4740, 249.604
4750, 299.372
4760, 176.839
4770, 130.201
4780, 301.756
4790, 299.899
4800, 296.081
4810, 187.007
4820, 303.177
4830, 307.938
4840, 305.312
4850, 306.297
4860, 308.097
4870, 183.279
4880, 303.289
4890, 308.562
4900, 157.686
4910, 239.29
4920, -23.084
4930, 255.779
4940, 308.536
4950, 303.29
4960, 304.88
4970, 298.347
4980, 306.915
4990, 232.855
5000, 302.81
5010, 265.086
5020, 301.931
5030, 304.219
5040, 300.923
5050, 199.851
5060, 257.847
5070, 304.436
5080, 297.443
5090, 297.426
5100, 99.835
5110, 251.856
5120, 148.27
5130, 301.423
5140, 144.19
5150, 223.468
5160, 298.855
5170, 220.426
5180, 297.904
5190, 299.503
5200, 28.503
5210, 220.864
5220, -86.988
5230, 223.605
5240, 252.059
5250, -103.072
5260, 70.579
5270, 13.126
5280, 156.438
5290, -105.076
5300, -99.406
5310, -50.19
5320, -114.008
5330, 12.265
5340, -101.797
5350, -79.598
5360, -90.363
5370, -68.331
5380, -81.323
5390, -87.072
5400, -73.49
5410, 199.505
5420, 181.989
5430, 201.006
5440, -95.975
5450, -19.725
5460, 173.265
5470, 182.718
5480, 47.448
5490, 229.823
5500, -76.422
5510, -142.521
5520, -97.431
5530, -88.078
5540, -78.74
5550, -85.922
5560, -114.595
5570, -64.658
5580, 107.77
5590, 60.514
5600, 27.244
5610, -72.664
5620, 42.666
5630, 260.552
5640, 215.041
5650, 301.027
5660, 109.888
5670, 295.09
5680, 225.335
5690, 289.513
5700, 107.85
5710, 184.281
5720, 219.623
5730, 263.741
5740, 237.052
5750, 250.539
5760, -54.627
5770, 296.704
